x [mm];y [mm];z [mm];X-displacement [mm];Y-displacement [mm];Z-displacement [mm];Displacement [mm];Exx [S];Eyy [S];Exy [S];Poisson's ratio -strain min/max;Poisson's ratio -Exx/Eyy;Poisson's ratio -Eyy/Exx;Poisson's ratio -strain max/min;Maximum principal strain [S];Minimum principal strain [S];Maximum shear strain [S];Maximum shear angle [°];Maximum strain angle [°];Tresca strain [S];Von Mises strain [S];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity-z [S];Height [mm];du/dx+dv/dy [S];Div-xy [S];Stereo reconstruction error [pixel]
-10.212419;45.409454;5.503542;0;0;0;0;-1.110223e-16;0;6.796999e-19;0;0;0;0;4.161098e-21;-1.110265e-16;5.551531e-17;45;0;7.402042e-17;7.401903e-17;-1.110223e-16;1.3594e-18;0;0;-1.3594e-18;5.507968;-1.110223e-16;1.110223e-16;0
-8.599433;45.409454;5.827991;0;0;0;0;-1.110223e-16;0;6.796609e-19;0;0;0;0;4.16062e-21;-1.110265e-16;5.551531e-17;45;0;7.402042e-17;7.401903e-17;-1.110223e-16;1.359322e-18;0;0;-1.359322e-18;5.833576;-1.110223e-16;1.110223e-16;0
-6.986447;45.409454;6.176275;0;0;0;0;-1.110223e-16;0;-9.51345e-18;0;0;0;0;8.093036e-19;-1.118316e-16;5.632046e-17;45;0;7.509394e-17;7.482563e-17;-1.110223e-16;-1.90269e-17;0;0;1.90269e-17;6.161653;-1.110223e-16;1.110223e-16;0
-5.373461;45.409454;6.503951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;6.467426;0;0;0
-3.760475;45.409454;6.776687;0;0;0;0;-1.110223e-16;2.220446e-16;-3.980632e-19;0;0;0;0;2.220451e-16;-1.110228e-16;1.665339e-16;45;0;2.220452e-16;1.958255e-16;-1.110223e-16;1.35634e-18;-2.152467e-18;2.220446e-16;-3.508808e-18;6.724596;1.110223e-16;-1.110223e-16;0
-2.147489;45.409454;6.985234;0;0;0;0;0;-1.110223e-16;5.400028e-19;0;0;0;0;2.626465e-21;-1.110249e-16;5.551378e-17;45;0;7.401837e-17;7.40175e-17;0;0;1.080006e-18;-1.110223e-16;1.080006e-18;6.933143;-1.110223e-16;1.110223e-16;0
-0.534503;45.409454;7.166346;0;0;0;0;0;-1.110223e-16;-1.05731e-17;0;0;0;0;9.979477e-19;-1.120203e-16;5.65091e-17;45;0;7.534547e-17;7.501503e-17;0;-2.16889e-17;5.427035e-19;-1.110223e-16;2.22316e-17;7.061793;-1.110223e-16;1.110223e-16;0
1.078483;45.409454;7.189241;0;0;0;0;0;0;2.167864e-17;0;0;0;0;2.167864e-17;-2.167864e-17;2.167864e-17;45;0;2.890485e-17;2.503233e-17;0;4.335728e-17;0;0;-4.335728e-17;7.087678;0;0;0
2.691469;45.409454;7.047504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;7.037784;0;0;0
4.304455;45.409454;6.976222;0;0;0;0;2.220446e-16;0;1.699826e-19;0;0;0;0;2.220447e-16;-1.301272e-22;1.110224e-16;45;0;1.480299e-16;1.480299e-16;2.220446e-16;3.399651e-19;0;0;-3.399651e-19;6.967586;2.220446e-16;-2.220446e-16;0
5.917441;45.409454;6.93126;0;0;0;0;2.220446e-16;0;-1.071283e-17;0;0;0;0;2.225603e-16;-5.156571e-19;1.11538e-16;45;0;1.487173e-16;1.485457e-16;2.220446e-16;-2.142566e-17;0;0;2.142566e-17;6.903868;2.220446e-16;-2.220446e-16;0
7.530427;45.409454;6.843407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;6.809969;0;0;0
9.143413;45.409454;6.697415;0;0;0;0;0;2.220446e-16;-1.034284e-17;0;0;0;0;2.225253e-16;-4.807292e-19;1.11503e-16;45;0;1.486707e-16;1.485107e-16;0;-2.17671e-17;1.081409e-18;2.220446e-16;2.284851e-17;6.66707;2.220446e-16;-2.220446e-16;0
10.756399;45.409454;6.506132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;6.478545;0;0;0
12.369385;45.409454;6.277424;0;0;0;0;-1.110223e-16;0;2.02721e-22;0;0;0;0;3.701607e-28;-1.110223e-16;5.551115e-17;45;0;7.401487e-17;7.401487e-17;-1.110223e-16;4.05442e-22;0;0;-4.05442e-22;6.248746;-1.110223e-16;1.110223e-16;0
13.982371;45.409454;6.004568;0;0;0;0;2.220446e-16;0;2.244915e-17;0;0;0;0;2.242915e-16;-2.246916e-18;1.132692e-16;45;0;1.510256e-16;1.502823e-16;2.220446e-16;4.48983e-17;0;0;-4.48983e-17;5.976576;2.220446e-16;-2.220446e-16;0
15.595357;45.409454;5.685835;0;0;0;0;0;2.220446e-16;1.063658e-18;0;0;0;0;2.220497e-16;-5.095116e-21;1.110274e-16;45;0;1.480365e-16;1.480348e-16;0;0;2.127317e-18;2.220446e-16;2.127317e-18;5.658132;2.220446e-16;-2.220446e-16;0
17.208343;45.409454;5.320719;0;0;0;0;0;2.220446e-16;1.736752e-18;0;0;0;0;2.220582e-16;-1.35834e-20;1.110359e-16;45;0;1.480478e-16;1.480433e-16;0;1.359799e-18;2.113704e-18;2.220446e-16;7.539045e-19;5.29206;2.220446e-16;-2.220446e-16;0
18.821329;45.409454;4.906693;0;0;0;0;0;0;1.088225e-17;0;0;0;0;1.088225e-17;-1.088225e-17;1.088225e-17;45;0;1.450966e-17;1.256574e-17;0;2.17645e-17;0;0;-2.17645e-17;4.878362;0;0;0
20.434315;45.409454;4.445656;0;0;0;0;0;2.220446e-16;-2.07288e-17;0;0;0;0;2.239632e-16;-1.918544e-18;1.129408e-16;45;0;1.505878e-16;1.499524e-16;0;-4.353968e-17;2.082085e-18;2.220446e-16;4.562177e-17;4.415938;2.220446e-16;-2.220446e-16;0
22.047301;45.409454;3.937659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;3.906599;0;0;0
23.660287;45.409454;3.381501;0;0;0;0;-1.110223e-16;0;-2.313539e-17;0;0;0;0;4.62814e-18;-1.156504e-16;6.013929e-17;45;0;8.018572e-17;7.868839e-17;-1.110223e-16;-4.627079e-17;0;0;4.627079e-17;3.347902;-1.110223e-16;1.110223e-16;0
25.273273;45.409454;2.773583;0;0;0;0;-1.110223e-16;2.220446e-16;-1.022403e-17;0;0;0;0;2.223582e-16;-1.113359e-16;1.66847e-16;45;0;2.224627e-16;1.961805e-16;-1.110223e-16;-2.449573e-17;4.047672e-18;2.220446e-16;2.85434e-17;2.740692;1.110223e-16;-1.110223e-16;0
26.886259;45.409454;2.113281;0;0;0;0;0;-1.110223e-16;-1.188825e-17;0;0;0;0;1.258722e-18;-1.12281e-16;5.676988e-17;45;0;7.569317e-17;7.52771e-17;0;-2.177537e-17;-2.001138e-18;-1.110223e-16;1.977423e-17;2.080911;-1.110223e-16;1.110223e-16;0
28.499246;45.409454;1.401141;0;0;0;0;0;-1.110223e-16;9.902348e-18;0;0;0;0;8.762978e-19;-1.118986e-16;5.638745e-17;45;0;7.518327e-17;7.489287e-17;0;2.17774e-17;-1.972705e-18;-1.110223e-16;-2.37501e-17;1.363919;-1.110223e-16;1.110223e-16;0
30.112232;45.409454;0.615979;0;0;0;0;0;0;-1.088777e-17;0;0;0;0;1.088777e-17;-1.088777e-17;1.088777e-17;45;0;1.451702e-17;1.257211e-17;0;-2.177554e-17;0;0;2.177554e-17;0.598275;0;0;0
31.725218;45.409454;-0.186651;0;0;0;0;0;-1.110223e-16;-2.757257e-18;0;0;0;0;6.843473e-20;-1.110907e-16;5.557959e-17;45;0;7.410611e-17;7.408331e-17;0;0;-5.514513e-18;-1.110223e-16;-5.514513e-18;-0.197499;-1.110223e-16;1.110223e-16;0
-44.085126;43.796468;-14.288817;0;0;0;0;-1.110223e-16;0;-9.33866e-18;0;0;0;0;7.800423e-19;-1.118023e-16;5.62912e-17;45;0;7.505493e-17;7.479627e-17;-1.110223e-16;-1.867732e-17;0;0;1.867732e-17;-14.284671;-1.110223e-16;1.110223e-16;0
-42.47214;43.796468;-12.517254;0;0;0;0;-2.220446e-16;-1.110223e-16;-1.485875e-17;0;0;0;0;-1.090681e-16;-2.239988e-16;5.746538e-17;45;0;7.662051e-17;1.293406e-16;-2.220446e-16;-3.269162e-17;2.97413e-18;-1.110223e-16;3.566575e-17;-12.547471;-3.330669e-16;3.330669e-16;0
-40.859154;43.796468;-10.849184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-10.883944;0;0;0
-39.246168;43.796468;-9.293321;0;0;0;0;0;0;-1.089368e-17;0;0;0;0;1.089368e-17;-1.089368e-17;1.089368e-17;45;0;1.45249e-17;1.257893e-17;0;-2.178735e-17;0;0;2.178735e-17;-9.332219;0;0;0
-37.633182;43.796468;-7.852676;0;0;0;0;-2.220446e-16;-1.110223e-16;-6.523688e-18;0;0;0;0;-1.106403e-16;-2.224266e-16;5.589317e-17;45;0;7.452423e-17;1.284186e-16;-2.220446e-16;-1.633758e-17;3.290208e-18;-1.110223e-16;1.962779e-17;-7.886975;-3.330669e-16;3.330669e-16;0
-36.020196;43.796468;-6.50525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-6.5451;0;0;0
-34.40721;43.796468;-5.264633;0;0;0;0;-1.110223e-16;-1.110223e-16;4.463777e-18;0;0;0;0;-1.065585e-16;-1.154861e-16;4.463777e-18;45;0;5.951703e-18;7.419412e-17;-1.110223e-16;5.442142e-18;3.485412e-18;-1.110223e-16;-1.95673e-18;-5.294795;-2.220446e-16;2.220446e-16;0
-32.794224;43.796468;-4.102039;0;0;0;0;-1.110223e-16;-1.110223e-16;2.355535e-17;0;0;0;0;-8.746696e-17;-1.345777e-16;2.355535e-17;45;0;3.140713e-17;7.885434e-17;-1.110223e-16;4.353708e-17;3.573608e-18;-1.110223e-16;-3.996348e-17;-4.135906;-2.220446e-16;2.220446e-16;0
-31.181238;43.796468;-3.03133;0;0;0;0;0;-1.110223e-16;1.270873e-17;0;0;0;0;1.436191e-18;-1.124585e-16;5.694734e-17;45;0;7.592979e-17;7.545561e-17;0;2.176367e-17;3.653794e-18;-1.110223e-16;-1.810987e-17;-3.054716;-1.110223e-16;1.110223e-16;0
-29.568251;43.796468;-2.023984;0;0;0;0;2.220446e-16;0;2.914729e-22;0;0;0;0;2.220446e-16;-3.825975e-28;1.110223e-16;45;0;1.480297e-16;1.480297e-16;2.220446e-16;5.829458e-22;0;0;-5.829458e-22;-2.049247;2.220446e-16;-2.220446e-16;0
-27.955265;43.796468;-1.087184;0;0;0;0;2.220446e-16;0;1.90417e-17;0;0;0;0;2.236657e-16;-1.621109e-18;1.126434e-16;45;0;1.501912e-16;1.496538e-16;2.220446e-16;3.808341e-17;0;0;-3.808341e-17;-1.115;2.220446e-16;-2.220446e-16;0
-26.342279;43.796468;-0.23042;0;0;0;0;-1.110223e-16;0;-2.340722e-22;0;0;0;0;4.934941e-28;-1.110223e-16;5.551115e-17;45;0;7.401487e-17;7.401487e-17;-1.110223e-16;-4.681445e-22;0;0;4.681445e-22;-0.248512;-1.110223e-16;1.110223e-16;0
-24.729293;43.796468;0.573778;0;0;0;0;2.220446e-16;0;-1.359835e-17;0;0;0;0;2.228743e-16;-8.296832e-19;1.11852e-16;45;0;1.49136e-16;1.488602e-16;2.220446e-16;-2.71967e-17;0;0;2.71967e-17;0.556893;2.220446e-16;-2.220446e-16;0
-23.116307;43.796468;1.326619;0;0;0;0;0;0;9.518872e-18;0;0;0;0;9.518872e-18;-9.518872e-18;9.518872e-18;45;0;1.269183e-17;1.099145e-17;0;1.903774e-17;0;0;-1.903774e-17;1.30904;0;0;0
-21.503321;43.796468;2.026326;0;0;0;0;-1.110223e-16;2.220446e-16;-1.152174e-17;0;0;0;0;2.224427e-16;-1.114204e-16;1.669315e-16;45;0;2.225754e-16;1.962764e-16;-1.110223e-16;-1.90351e-17;-4.008369e-18;2.220446e-16;1.502674e-17;2.011785;1.110223e-16;-1.110223e-16;0
-19.890335;43.796468;2.685293;0;0;0;0;0;0;-2.174524e-17;0;0;0;0;2.174524e-17;-2.174524e-17;2.174524e-17;45;0;2.899366e-17;2.510925e-17;0;-4.349049e-17;0;0;4.349049e-17;2.665737;0;0;0
-18.277349;43.796468;3.292132;0;0;0;0;2.220446e-16;0;1.902264e-17;0;0;0;0;2.236625e-16;-1.617888e-18;1.126402e-16;45;0;1.501869e-16;1.496505e-16;2.220446e-16;3.804528e-17;0;0;-3.804528e-17;3.261717;2.220446e-16;-2.220446e-16;0
-16.664363;43.796468;3.815783;0;0;0;0;0;-1.110223e-16;1.190921e-17;0;0;0;0;1.263114e-18;-1.122854e-16;5.677426e-17;45;0;7.569902e-17;7.528152e-17;0;2.173978e-17;2.078638e-18;-1.110223e-16;-1.966115e-17;3.794088;-1.110223e-16;1.110223e-16;0
-15.051377;43.796468;4.280761;0;0;0;0;2.220446e-16;0;9.512039e-18;0;0;0;0;2.224513e-16;-4.067357e-19;1.11429e-16;45;0;1.485721e-16;1.484367e-16;2.220446e-16;1.902408e-17;0;0;-1.902408e-17;4.273242;2.220446e-16;-2.220446e-16;0
-13.438391;43.796468;4.728112;0;0;0;0;0;0;2.174175e-17;0;0;0;0;2.174175e-17;-2.174175e-17;2.174175e-17;45;0;2.8989e-17;2.510521e-17;0;4.34835e-17;0;0;-4.34835e-17;4.70286;0;0;0
-11.825405;43.796468;5.1062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;5.07937;0;0;0
-10.212419;43.796468;5.414943;0;0;0;0;0;0;1.086874e-17;0;0;0;0;1.086874e-17;-1.086874e-17;1.086874e-17;45;0;1.449165e-17;1.255014e-17;0;2.173747e-17;0;0;-2.173747e-17;5.414691;0;0;0
-8.599433;43.796468;5.737049;0;0;0;0;2.220446e-16;2.220446e-16;-2.423397e-18;0;0;0;0;2.24468e-16;2.196212e-16;2.423397e-18;45;0;3.231197e-18;1.480562e-16;2.220446e-16;-2.716905e-18;-2.12989e-18;2.220446e-16;5.870145e-19;5.73874;4.440892e-16;-4.440892e-16;0
-6.986447;43.796468;6.077373;0;0;0;0;0;2.220446e-16;-1.192686e-17;0;0;0;0;2.226834e-16;-6.387993e-19;1.116611e-16;45;0;1.488815e-16;1.48669e-16;0;-2.172142e-17;-2.132298e-18;2.220446e-16;1.958912e-17;6.061732;2.220446e-16;-2.220446e-16;0
-5.373461;43.796468;6.380594;0;0;0;0;0;0;1.083918e-17;0;0;0;0;1.083918e-17;-1.083918e-17;1.083918e-17;45;0;1.445224e-17;1.251601e-17;0;2.167836e-17;0;0;-2.167836e-17;6.356197;0;0;0
-3.760475;43.796468;6.618639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;6.600366;0;0;0
-2.147489;43.796468;6.812018;0;0;0;0;2.220446e-16;-1.110223e-16;-1.103477e-17;0;0;0;0;2.224098e-16;-1.113875e-16;1.668986e-16;45;0;2.225315e-16;1.96239e-16;2.220446e-16;-2.423158e-17;2.162049e-18;-1.110223e-16;2.639363e-17;6.794772;1.110223e-16;-1.110223e-16;0
-0.534503;43.796468;6.969571;0;0;0;0;2.220446e-16;2.220446e-16;-1.213489e-18;0;0;0;0;2.232581e-16;2.208311e-16;1.213489e-18;45;0;1.617986e-18;1.480364e-16;2.220446e-16;-1.34099e-18;-1.085988e-18;2.220446e-16;2.550025e-19;6.914316;4.440892e-16;-4.440892e-16;0
1.078483;43.796468;6.95808;0;0;0;0;2.220446e-16;0;1.68047e-19;0;0;0;0;2.220447e-16;-1.271806e-22;1.110224e-16;45;0;1.480299e-16;1.480299e-16;2.220446e-16;3.360939e-19;0;0;-3.360939e-19;6.949381;2.220446e-16;-2.220446e-16;0
2.691469;43.796468;6.90976;0;0;0;0;0;0;1.065136e-17;0;0;0;0;1.065136e-17;-1.065136e-17;1.065136e-17;45;0;1.420182e-17;1.229914e-17;0;2.130273e-17;0;0;-2.130273e-17;6.921547;0;0;0
4.304455;43.796468;6.882328;0;0;0;0;2.220446e-16;0;-1.077256e-17;0;0;0;0;2.22566e-16;-5.214098e-19;1.115437e-16;45;0;1.487249e-16;1.485514e-16;2.220446e-16;-2.154513e-17;0;0;2.154513e-17;6.875531;2.220446e-16;-2.220446e-16;0
5.917441;43.796468;6.840751;0;0;0;0;0;0;-1.069481e-17;0;0;0;0;1.069481e-17;-1.069481e-17;1.069481e-17;45;0;1.425975e-17;1.23493e-17;0;-2.138962e-17;0;0;2.138962e-17;6.819401;0;0;0
7.530427;43.796468;6.74782;0;0;0;0;0;2.220446e-16;5.42163e-19;0;0;0;0;2.220459e-16;-1.323783e-21;1.110236e-16;45;0;1.480315e-16;1.480311e-16;0;0;1.084326e-18;2.220446e-16;1.084326e-18;6.725087;2.220446e-16;-2.220446e-16;0
9.143413;43.796468;6.600555;0;0;0;0;2.220446e-16;2.220446e-16;1.219437e-18;0;0;0;0;2.23264e-16;2.208252e-16;1.219437e-18;45;0;1.625917e-18;1.480364e-16;2.220446e-16;1.357434e-18;1.081441e-18;2.220446e-16;-2.759922e-19;6.581521;4.440892e-16;-4.440892e-16;0
10.756399;43.796468;6.412336;0;0;0;0;-1.110223e-16;0;-6.787951e-19;0;0;0;0;4.150027e-21;-1.110265e-16;5.55153e-17;45;0;7.40204e-17;7.401902e-17;-1.110223e-16;-1.35759e-18;0;0;1.35759e-18;6.393903;-1.110223e-16;1.110223e-16;0
12.369385;43.796468;6.186952;0;0;0;0;-1.110223e-16;0;-1.154397e-17;0;0;0;0;1.187624e-18;-1.122099e-16;5.669878e-17;45;0;7.559837e-17;7.520562e-17;-1.110223e-16;-2.308793e-17;0;0;2.308793e-17;6.165071;-1.110223e-16;1.110223e-16;0
13.982371;43.796468;5.913805;0;0;0;0;2.220446e-16;-1.110223e-16;-1.125712e-17;0;0;0;0;2.224246e-16;-1.114023e-16;1.669135e-16;45;0;2.225513e-16;1.962559e-16;2.220446e-16;-2.037563e-17;-2.138604e-18;-1.110223e-16;1.823703e-17;5.892284;1.110223e-16;-1.110223e-16;0
15.595357;43.796468;5.591374;0;0;0;0;0;2.220446e-16;1.192979e-17;0;0;0;0;2.226837e-16;-6.391123e-19;1.116614e-16;45;0;1.488819e-16;1.486693e-16;0;2.173318e-17;2.126401e-18;2.220446e-16;-1.960678e-17;5.571763;2.220446e-16;-2.220446e-16;0
17.208343;43.796468;5.221983;0;0;0;0;2.220446e-16;2.220446e-16;1.328103e-17;0;0;0;0;2.353256e-16;2.087636e-16;1.328103e-17;45;0;1.770804e-17;1.48822e-16;2.220446e-16;2.444885e-17;2.11322e-18;2.220446e-16;-2.233562e-17;5.204042;4.440892e-16;-4.440892e-16;0
18.821329;43.796468;4.807938;0;0;0;0;0;0;-1.086728e-17;0;0;0;0;1.086728e-17;-1.086728e-17;1.086728e-17;45;0;1.448971e-17;1.254846e-17;0;-2.173456e-17;0;0;2.173456e-17;4.790204;0;0;0
20.434315;43.796468;4.349336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;4.329818;0;0;0
22.047301;43.796468;3.842896;0;0;0;0;2.220446e-16;0;1.358506e-18;0;0;0;0;2.220529e-16;-8.311251e-21;1.110306e-16;45;0;1.480408e-16;1.480381e-16;2.220446e-16;2.717011e-18;0;0;-2.717011e-18;3.82101;2.220446e-16;-2.220446e-16;0
23.660287;43.796468;3.283308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;3.262147;0;0;0
25.273273;43.796468;2.673733;0;0;0;0;-1.110223e-16;-1.110223e-16;-4.74026e-18;0;0;0;0;-1.06282e-16;-1.157626e-16;4.74026e-18;45;0;6.320347e-18;7.421699e-17;-1.110223e-16;-5.434556e-18;-4.045964e-18;-1.110223e-16;1.388592e-18;2.652299;-2.220446e-16;2.220446e-16;0
26.886259;43.796468;2.014186;0;0;0;0;0;-1.110223e-16;-2.001042e-18;0;0;0;0;3.605463e-20;-1.110584e-16;5.55472e-17;45;0;7.406294e-17;7.405093e-17;0;0;-4.002083e-18;-1.110223e-16;-4.002083e-18;1.991961;-1.110223e-16;1.110223e-16;0
28.499246;43.796468;1.305677;0;0;0;0;0;-1.110223e-16;1.977354e-17;0;0;0;0;3.416609e-18;-1.144389e-16;5.892776e-17;45;0;7.857035e-17;7.74566e-17;0;4.349208e-17;-3.945003e-18;-1.110223e-16;-4.743709e-17;1.27349;-1.110223e-16;1.110223e-16;0
30.112232;43.796468;0.519943;0;0;0;0;2.220446e-16;0;1.087468e-17;0;0;0;0;2.225759e-16;-5.313179e-19;1.115536e-16;45;0;1.487382e-16;1.485614e-16;2.220446e-16;2.174935e-17;0;0;-2.174935e-17;0.506496;2.220446e-16;-2.220446e-16;0
31.725218;43.796468;-0.288566;0;0;0;0;2.220446e-16;2.220446e-16;-8.410578e-18;0;0;0;0;2.304552e-16;2.13634e-16;8.410578e-18;45;0;1.12141e-17;1.48348e-16;2.220446e-16;-2.232269e-17;5.501535e-18;2.220446e-16;2.782423e-17;-0.292432;4.440892e-16;-4.440892e-16;0
-44.085126;42.183482;-14.374635;0;0;0;0;2.220446e-16;0;-1.879487e-17;0;0;0;0;2.236242e-16;-1.579646e-18;1.12602e-16;45;0;1.501359e-16;1.496122e-16;2.220446e-16;-3.758974e-17;0;0;3.758974e-17;-14.376889;2.220446e-16;-2.220446e-16;0
-42.47214;42.183482;-12.603675;0;0;0;0;2.220446e-16;-1.110223e-16;-3.959762e-18;0;0;0;0;2.220917e-16;-1.110694e-16;1.665805e-16;45;0;2.221074e-16;1.958783e-16;2.220446e-16;-1.089628e-17;2.976755e-18;-1.110223e-16;1.387303e-17;-12.64376;1.110223e-16;-1.110223e-16;0
-40.859154;42.183482;-10.940435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-10.983102;0;0;0
-39.246168;42.183482;-9.389393;0;0;0;0;0;2.220446e-16;-1.408517e-17;0;0;0;0;2.229345e-16;-8.899116e-19;1.119122e-16;45;0;1.492163e-16;1.489205e-16;0;-2.178385e-17;-6.386487e-18;2.220446e-16;1.539736e-17;-9.434657;2.220446e-16;-2.220446e-16;0
-37.633182;42.183482;-7.964649;0;0;0;0;0;2.220446e-16;7.59334e-18;0;0;0;0;2.22304e-16;-2.593693e-19;1.112817e-16;45;0;1.483756e-16;1.482892e-16;0;2.177704e-17;-6.590363e-18;2.220446e-16;-2.83674e-17;-7.992318;2.220446e-16;-2.220446e-16;0
-36.020196;42.183482;-6.619234;0;0;0;0;-2.220446e-16;0;2.721469e-17;0;0;0;0;3.286888e-18;-2.253315e-16;1.143092e-16;45;0;1.524122e-16;1.513285e-16;-2.220446e-16;5.442938e-17;0;0;-5.442938e-17;-6.651569;-2.220446e-16;2.220446e-16;0
-34.40721;42.183482;-5.373418;0;0;0;0;0;2.220446e-16;-2.525376e-17;0;0;0;0;2.248806e-16;-2.835961e-18;1.138583e-16;45;0;1.51811e-16;1.508746e-16;0;-4.353932e-17;-6.96821e-18;2.220446e-16;3.657111e-17;-5.40044;2.220446e-16;-2.220446e-16;0
-32.794224;42.183482;-4.212114;0;0;0;0;2.220446e-16;0;-2.720098e-18;0;0;0;0;2.220779e-16;-3.331685e-20;1.110556e-16;45;0;1.480742e-16;1.480631e-16;2.220446e-16;-5.440197e-18;0;0;5.440197e-18;-4.241285;2.220446e-16;-2.220446e-16;0
-31.181238;42.183482;-3.141048;0;0;0;0;2.220446e-16;0;-2.448237e-17;0;0;0;0;2.24712e-16;-2.667355e-18;1.136897e-16;45;0;1.515862e-16;1.50705e-16;2.220446e-16;-4.896475e-17;0;0;4.896475e-17;-3.16027;2.220446e-16;-2.220446e-16;0
-29.568251;42.183482;-2.131891;0;0;0;0;2.220446e-16;-1.110223e-16;-3.350205e-17;0;0;0;0;2.25381e-16;-1.143587e-16;1.698699e-16;45;0;2.264932e-16;1.996094e-16;2.220446e-16;-7.072382e-17;3.719724e-18;-1.110223e-16;7.444354e-17;-2.15283;1.110223e-16;-1.110223e-16;0
-27.955265;42.183482;-1.188676;0;0;0;0;-1.110223e-16;2.220446e-16;8.213716e-19;0;0;0;0;2.220466e-16;-1.110243e-16;1.665355e-16;45;0;2.220473e-16;1.958272e-16;-1.110223e-16;5.439197e-18;-3.796454e-18;2.220446e-16;-9.23565e-18;-1.216417;1.110223e-16;-1.110223e-16;0
-26.342279;42.183482;-0.328577;0;0;0;0;0;0;1.087828e-17;0;0;0;0;1.087828e-17;-1.087828e-17;1.087828e-17;45;0;1.450438e-17;1.256116e-17;0;2.175657e-17;0;0;-2.175657e-17;-0.348875;0;0;0
-24.729293;42.183482;0.474745;0;0;0;0;2.220446e-16;0;1.168097e-22;0;0;0;0;2.220446e-16;-6.143254e-29;1.110223e-16;45;0;1.480297e-16;1.480297e-16;2.220446e-16;2.336195e-22;0;0;-2.336195e-22;0.457597;2.220446e-16;-2.220446e-16;0
-23.116307;42.183482;1.233515;0;0;0;0;-1.110223e-16;0;1.087676e-17;0;0;0;0;1.055552e-18;-1.120779e-16;5.65667e-17;45;0;7.542227e-17;7.507289e-17;-1.110223e-16;2.175353e-17;0;0;-2.175353e-17;1.210655;-1.110223e-16;1.110223e-16;0
-21.503321;42.183482;1.930239;0;0;0;0;-1.110223e-16;2.220446e-16;7.121864e-19;0;0;0;0;2.220461e-16;-1.110238e-16;1.66535e-16;45;0;2.220466e-16;1.958267e-16;-1.110223e-16;5.436888e-18;-4.012515e-18;2.220446e-16;-9.449403e-18;1.91267;1.110223e-16;-1.110223e-16;0
-19.890335;42.183482;2.577813;0;0;0;0;0;-1.110223e-16;2.512665e-17;0;0;0;0;5.421898e-18;-1.164442e-16;6.093305e-17;45;0;8.124407e-17;7.949842e-17;0;4.620063e-17;4.052674e-18;-1.110223e-16;-4.214796e-17;2.563729;-1.110223e-16;1.110223e-16;0
-18.277349;42.183482;3.182848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;3.158299;0;0;0
-16.664363;42.183482;3.711933;0;0;0;0;0;-1.110223e-16;1.190641e-17;0;0;0;0;1.262526e-18;-1.122848e-16;5.677368e-17;45;0;7.569824e-17;7.528092e-17;0;2.173562e-17;2.077192e-18;-1.110223e-16;-1.965843e-17;3.692415;-1.110223e-16;1.110223e-16;0
-15.051377;42.183482;4.181784;0;0;0;0;-1.110223e-16;2.220446e-16;8.776957e-18;0;0;0;0;2.222757e-16;-1.112534e-16;1.667646e-16;45;0;2.223528e-16;1.96087e-16;-1.110223e-16;2.173738e-17;-4.18347e-18;2.220446e-16;-2.592085e-17;4.173549;1.110223e-16;-1.110223e-16;0
-13.438391;42.183482;4.629579;0;0;0;0;0;0;2.518411e-22;0;0;0;0;2.518411e-22;-2.518411e-22;2.518411e-22;45;0;3.357881e-22;2.90801e-22;0;5.036822e-22;0;0;-5.036822e-22;4.603229;0;0;0
-11.825405;42.183482;5.003606;0;0;0;0;-1.110223e-16;0;1.357641e-18;0;0;0;0;1.659949e-20;-1.110389e-16;5.552775e-17;45;0;7.4037e-17;7.403147e-17;-1.110223e-16;2.715282e-18;0;0;-2.715282e-18;4.979545;-1.110223e-16;1.110223e-16;0
-10.212419;42.183482;5.309848;0;0;0;0;0;2.220446e-16;9.796027e-18;0;0;0;0;2.224759e-16;-4.313372e-19;1.114536e-16;45;0;1.486048e-16;1.484613e-16;0;2.172611e-17;-2.134057e-18;2.220446e-16;-2.386017e-17;5.315097;2.220446e-16;-2.220446e-16;0
